Timestamp,Machine ID,Operator ID,Engine Hours,Fuel Used (L),Fuel Level (%),Load Cycles,Idling Time (min),Seatbelt Status,Safety Alert Triggered,Engine Temp (C),Ambient Temp (C),Proximity Event,Weather,Hours Into Shift,Minutes Since Break,Alerts So Far Today,Unusual Use,Transmission Temp (C),Track Tension (%),Undercarriage Wear (%),Safety Alert Next Hour,Hydraulic Temp (C),Hydraulic Pressure (bar),Payload (kg),Tyre Pressure (psi)
2025-05-02 11:00:00,EXC001,OP1001,1194.0,6.3,67.2,16,6,Fastened,No,88.8,30.1,No,overcast,4,240,0,,,60.7,,No,82.2,284.8,,
2025-05-02 11:00:00,LDR001,OP1002,704.0,4.4,71.6,16,4,Fastened,No,87.8,28.4,No,overcast,4,240,0,,81.0,,,No,,,5521,60.1
2025-05-02 12:00:00,DZR001,OP1002,2035.0,2.9,83.2,0,41,Fastened,No,87.9,37.3,No,dust,5,300,4,,90.4,73.6,47.3,Yes,,,,
2025-05-02 12:00:00,EXC001,OP1001,1195.0,1.7,66.8,0,23,Fastened,No,85.1,33.3,No,overcast,5,60,0,,,68.6,,No,74.6,318.0,,
2025-05-02 12:00:00,LDR001,OP1002,705.0,6.8,70.0,14,7,Fastened,No,82.2,31.9,No,overcast,5,60,0,,84.1,,,Yes,,,4012,65.2
2025-05-02 13:00:00,DZR001,OP1002,2036.0,4.0,82.2,8,7,Unfastened,Yes,88.6,40.4,No,dust,6,360,4,,84.6,64.1,47.7,Yes,,,,
2025-05-02 13:00:00,EXC001,OP1001,1196.0,6.7,65.1,13,12,Fastened,No,85.5,33.3,No,overcast,6,120,0,,,74.1,,No,76.7,287.0,,
2025-05-02 13:00:00,LDR001,OP1002,706.0,5.6,68.6,14,5,Unfastened,Yes,82.1,34.5,No,overcast,6,120,0,,75.9,,,No,,,5154,66.0
2025-05-02 14:00:00,DZR001,OP1002,2037.0,1.4,81.9,0,47,Unfastened,Yes,90.7,40.6,No,dust,7,420,5,,81.8,59.2,47.9,Yes,,,,
2025-05-02 14:00:00,EXC001,OP1001,1197.0,4.3,64.1,12,11,Fastened,No,84.5,33.4,No,overcast,7,180,0,,,64.6,,No,79.5,275.8,,
2025-05-02 14:00:00,LDR001,OP1002,707.0,2.0,68.1,0,21,Fastened,No,86.7,32.6,No,overcast,7,180,1,,77.4,,,Yes,,,0,69.6
2025-05-02 15:00:00,DZR001,OP1002,2038.0,2.9,81.2,0,41,Unfastened,Yes,84.2,36.7,No,dust,8,480,6,,82.6,57.3,47.6,,,,,
2025-05-02 15:00:00,EXC001,OP1001,1198.0,6.3,62.5,9,7,Fastened,No,86.1,31.7,No,overcast,8,240,0,,,60.7,,,83.0,259.0,,
2025-05-02 15:00:00,LDR001,OP1002,708.0,7.0,66.4,0,52,Fastened,Yes,81.9,31.3,No,overcast,8,240,1,idle_burn,75.7,,,,,,0,61.1
2025-05-03 07:00:00,DZR001,OP1002,2039.0,5.5,76.7,7,10,Fastened,No,79.6,15.2,No,clear,0,0,0,,81.1,67.1,47.7,No,,,,
2025-05-03 07:00:00,EXC001,OP1001,1199.0,5.2,84.7,9,4,Fastened,No,75.4,17.4,No,clear,0,0,0,,,70.5,,No,69.3,281.7,,
2025-05-03 07:00:00,LDR001,OP1002,709.0,5.5,79.2,14,7,Fastened,No,78.4,13.5,No,overcast,0,0,0,,71.4,,,Yes,,,5502,64.0
2025-05-03 08:00:00,DZR001,OP1002,2040.0,1.4,76.4,0,21,Fastened,No,79.9,19.8,No,clear,1,60,0,,81.0,80.3,47.5,No,,,,
2025-05-03 08:00:00,EXC001,OP1001,1200.0,6.2,83.2,14,7,Fastened,No,80.7,21.3,No,clear,1,60,0,,,70.3,,No,70.8,315.7,,
2025-05-03 08:00:00,LDR001,OP1002,710.0,7.0,77.5,7,6,Fastened,Yes,79.3,16.8,Yes,overcast,1,60,0,,77.6,,,No,,,4395,71.9
2025-05-03 09:00:00,DZR001,OP1002,2041.0,6.1,74.9,8,9,Fastened,No,77.0,23.2,No,clear,2,120,0,,73.8,80.6,49.0,No,,,,
2025-05-03 09:00:00,EXC001,OP1001,1201.0,1.9,82.8,0,17,Fastened,No,79.6,22.6,No,clear,2,120,0,,,69.1,,No,71.1,314.4,,
2025-05-03 09:00:00,LDR001,OP1002,711.0,5.6,76.1,17,5,Fastened,No,88.6,21.8,No,overcast,2,120,1,,89.9,,,No,,,4207,63.4
2025-05-03 10:00:00,DZR001,OP1002,2042.0,6.0,73.5,6,9,Fastened,No,85.3,28.9,No,clear,3,180,0,,81.1,61.2,47.6,Yes,,,,
2025-05-03 10:00:00,EXC001,OP1001,1202.0,6.1,81.3,18,4,Fastened,No,88.3,27.0,No,clear,3,180,0,,,68.5,,Yes,77.7,293.1,,
2025-05-03 10:00:00,LDR001,OP1002,712.0,7.0,74.4,7,4,Fastened,No,83.1,26.1,No,overcast,3,180,1,,80.7,,,No,,,4008,67.0
2025-05-03 11:00:00,DZR001,OP1002,2043.0,5.4,72.1,16,11,Unfastened,Yes,89.1,32.1,No,clear,4,240,0,,90.5,76.9,47.8,No,,,,
2025-05-03 11:00:00,EXC001,OP1001,1203.0,5.8,79.9,16,4,Fastened,Yes,94.5,33.6,Yes,clear,4,240,0,,,73.6,,No,89.8,282.5,,
2025-05-03 11:00:00,LDR001,OP1002,713.0,5.5,73.1,18,6,Fastened,No,87.8,28.6,No,overcast,4,240,1,,83.6,,,No,,,4210,64.7
2025-05-03 12:00:00,DZR001,OP1002,2044.0,6.6,70.5,16,9,Fastened,No,90.7,33.0,No,clear,5,60,1,,86.2,78.0,48.1,No,,,,
2025-05-03 12:00:00,EXC001,OP1001,1204.0,4.1,78.9,17,12,Fastened,No,87.7,33.1,No,clear,5,60,1,,,67.4,,No,80.0,294.7,,
2025-05-03 12:00:00,LDR001,OP1002,714.0,6.4,71.5,12,9,Fastened,No,86.4,30.5,No,overcast,5,60,1,,81.4,,,No,,,3912,63.0
2025-05-03 13:00:00,DZR001,OP1002,2045.0,5.6,69.2,14,11,Fastened,No,86.8,36.2,No,clear,6,120,1,,89.5,61.6,49.1,No,,,,
2025-05-03 13:00:00,EXC001,OP1001,1205.0,5.2,77.6,18,3,Fastened,No,91.5,36.4,No,clear,6,120,1,,,84.4,,No,86.4,252.7,,
2025-05-03 13:00:00,LDR001,OP1002,715.0,6.8,69.8,13,9,Fastened,No,86.5,35.5,No,overcast,6,120,1,,87.3,,,No,,,5485,63.5
2025-05-03 14:00:00,DZR001,OP1002,2046.0,7.4,67.4,12,9,Fastened,No,88.0,35.3,No,clear,7,180,1,,88.5,65.5,47.8,No,,,,
2025-05-03 14:00:00,EXC001,OP1001,1206.0,2.5,77.0,0,29,Fastened,No,87.9,36.1,No,clear,7,180,1,,,68.1,,No,78.2,280.3,,
2025-05-03 14:00:00,LDR001,OP1002,716.0,9.3,67.6,30,0,Fastened,No,99.2,31.9,No,overcast,7,180,1,overworking,101.0,,,No,,,4662,71.9
2025-05-03 15:00:00,DZR001,OP1002,2047.0,5.9,65.9,10,3,Fastened,No,82.4,32.7,No,clear,8,240,1,,80.1,57.5,48.4,,,,,
2025-05-03 15:00:00,EXC001,OP1001,1207.0,1.7,76.6,0,19,Fastened,No,81.5,33.3,No,clear,8,240,1,,,70.0,,,73.8,274.1,,
2025-05-03 15:00:00,LDR001,OP1002,717.0,6.4,66.0,18,9,Fastened,No,93.2,31.9,No,overcast,8,240,1,,90.9,,,,,,5538,61.5
2025-05-04 07:00:00,DZR001,OP1002,2048.0,7.4,83.8,7,6,Fastened,No,75.4,18.1,No,dust,0,0,0,,77.9,62.8,48.6,No,,,,
2025-05-04 07:00:00,EXC001,OP1001,1208.0,7.4,77.7,15,4,Fastened,No,81.5,15.8,No,clear,0,0,0,,,84.3,,No,78.3,266.4,,
2025-05-04 07:00:00,LDR001,OP1002,718.0,5.4,79.7,12,9,Fastened,No,75.1,17.0,No,clear,0,0,0,,71.1,,,Yes,,,4778,66.1
2025-05-04 08:00:00,DZR001,OP1002,2049.0,7.1,82.1,10,2,Fastened,No,79.1,23.2,No,dust,1,60,0,,77.5,76.4,49.2,No,,,,
2025-05-04 08:00:00,EXC001,OP1001,1209.0,4.7,76.6,10,6,Fastened,No,77.2,19.1,No,clear,1,60,0,,,70.3,,Yes,73.1,274.6,,
2025-05-04 08:00:00,LDR001,OP1002,719.0,1.9,79.2,0,24,Fastened,Yes,77.7,21.4,Yes,clear,1,60,0,,73.5,,,No,,,0,67.9
2025-05-04 09:00:00,DZR001,OP1002,2050.0,5.1,80.8,7,12,Fastened,No,85.4,28.5,No,dust,2,120,0,,84.7,75.1,49.0,No,,,,
2025-05-04 09:00:00,EXC001,OP1001,1210.0,5.8,75.2,11,4,Unfastened,Yes,81.2,23.6,No,clear,2,120,0,,,67.1,,No,78.1,283.9,,
2025-05-04 09:00:00,LDR001,OP1002,720.0,6.1,77.7,9,2,Fastened,No,81.1,23.2,No,clear,2,120,1,,84.0,,,No,,,4313,71.9
2025-05-04 10:00:00,DZR001,OP1002,2051.0,7.5,79.0,8,5,Fastened,No,86.7,30.9,No,dust,3,180,0,,83.7,55.4,48.4,No,,,,
2025-05-04 10:00:00,EXC001,OP1001,1211.0,7.5,73.3,12,4,Fastened,No,84.9,26.4,No,clear,3,180,1,,,76.6,,No,75.3,292.3,,
2025-05-04 10:00:00,LDR001,OP1002,721.0,1.7,77.3,0,22,Fastened,No,84.1,28.8,No,clear,3,180,1,,81.7,,,No,,,0,62.3
2025-05-04 11:00:00,DZR001,OP1002,2052.0,6.0,77.5,15,5,Fastened,No,89.2,36.0,No,dust,4,240,0,,82.0,82.0,47.8,No,,,,
2025-05-04 11:00:00,EXC001,OP1001,1212.0,7.2,71.6,6,6,Fastened,No,81.7,30.9,No,clear,4,240,1,,,59.3,,No,80.7,286.7,,
2025-05-04 11:00:00,LDR001,OP1002,722.0,5.7,75.9,7,5,Fastened,No,83.9,33.1,No,clear,4,240,1,,76.2,,,Yes,,,3822,61.7
2025-05-04 12:00:00,DZR001,OP1002,2053.0,5.1,76.3,8,8,Fastened,No,85.2,35.9,No,dust,5,60,0,,88.7,83.9,48.3,No,,,,
2025-05-04 12:00:00,EXC001,OP1001,1213.0,6.6,70.0,16,6,Fastened,No,95.3,35.9,No,clear,5,60,1,,,70.4,,No,91.8,251.6,,
2025-05-04 12:00:00,LDR001,OP1002,723.0,4.1,74.9,12,8,Unfastened,Yes,85.9,33.1,No,clear,5,300,1,,83.0,,,Yes,,,5594,64.5
2025-05-04 13:00:00,DZR001,OP1002,2054.0,6.2,74.8,17,6,Fastened,No,94.5,37.6,No,dust,6,120,0,,94.2,75.0,47.7,No,,,,
2025-05-04 13:00:00,EXC001,OP1001,1214.0,6.5,68.4,6,7,Fastened,No,84.0,36.1,No,clear,6,120,1,,,84.0,,No,73.7,284.6,,
2025-05-04 13:00:00,LDR001,OP1002,724.0,4.7,73.8,8,4,Unfastened,Yes,88.3,37.6,No,clear,6,360,2,,86.9,,,Yes,,,3803,65.7
2025-05-04 14:00:00,DZR001,OP1002,2055.0,2.9,74.1,0,21,Fastened,No,86.1,39.8,No,dust,7,180,0,,78.8,58.6,48.0,No,,,,
2025-05-04 14:00:00,EXC001,OP1001,1215.0,5.1,67.1,9,7,Fastened,No,86.2,33.9,No,clear,7,180,1,,,63.5,,No,78.6,294.1,,
2025-05-04 14:00:00,LDR001,OP1002,725.0,5.8,72.4,9,4,Unfastened,Yes,89.8,37.8,No,clear,7,420,3,,81.1,,,Yes,,,5619,71.6
2025-05-04 15:00:00,DZR001,OP1002,2056.0,7.0,72.4,14,5,Fastened,No,85.5,37.8,No,dust,8,240,0,,78.9,71.0,47.5,,,,,
2025-05-04 15:00:00,EXC001,OP1001,1216.0,5.2,65.9,9,4,Fastened,No,83.9,32.5,No,clear,8,240,1,,,79.1,,,81.2,263.4,,
2025-05-04 15:00:00,LDR001,OP1002,726.0,4.6,71.3,15,5,Unfastened,Yes,89.1,32.5,No,clear,8,480,4,,84.1,,,,,,4833,63.0
2025-05-05 07:00:00,DZR001,OP1002,2057.0,6.9,79.6,16,7,Fastened,No,84.0,15.3,No,overcast,0,0,0,,83.9,78.9,48.5,No,,,,
2025-05-05 07:00:00,EXC001,OP1001,1217.0,5.6,74.6,9,9,Fastened,No,80.3,16.3,No,overcast,0,0,0,,,66.8,,No,72.4,260.1,,
2025-05-05 07:00:00,LDR001,OP1002,727.0,7.4,88.9,15,11,Fastened,No,88.1,24.4,No,hot,0,0,0,,82.1,,,No,,,5624,66.8
2025-05-05 08:00:00,DZR001,OP1002,2058.0,5.6,78.2,18,8,Fastened,No,83.9,16.8,No,overcast,1,60,0,,84.0,68.3,49.5,No,,,,
2025-05-05 08:00:00,EXC001,OP1001,1218.0,5.0,73.4,6,7,Fastened,No,80.7,16.7,No,overcast,1,60,0,,,76.0,,No,77.0,251.9,,
2025-05-05 08:00:00,LDR001,OP1002,728.0,7.2,87.2,10,8,Fastened,No,84.8,27.3,No,hot,1,60,0,,86.5,,,No,,,5504,65.6
2025-05-05 09:00:00,DZR001,OP1002,2059.0,7.1,76.5,9,7,Fastened,No,82.5,23.0,No,overcast,2,120,0,,86.2,79.2,49.1,No,,,,
2025-05-05 09:00:00,EXC001,OP1001,1219.0,4.8,72.2,7,9,Fastened,No,83.0,22.9,No,overcast,2,120,0,,,80.0,,No,74.9,258.4,,
2025-05-05 09:00:00,LDR001,OP1002,729.0,1.7,86.8,0,42,Fastened,No,82.1,29.6,No,hot,2,120,0,,73.2,,,No,,,0,64.4
2025-05-05 10:00:00,DZR001,OP1002,2060.0,6.1,75.0,17,6,Fastened,No,87.9,25.3,No,overcast,3,180,0,,87.4,65.1,48.4,Yes,,,,
2025-05-05 10:00:00,EXC001,OP1001,1220.0,2.9,71.5,0,15,Fastened,No,81.3,25.7,No,overcast,3,180,0,,,82.0,,Yes,77.4,308.2,,
2025-05-05 10:00:00,LDR001,OP1002,730.0,6.9,85.1,6,7,Fastened,No,86.6,33.7,No,hot,3,180,0,,79.7,,,Yes,,,4842,62.6
2025-05-05 11:00:00,DZR001,OP1002,2061.0,7.1,73.3,16,2,Unfastened,Yes,88.3,29.2,No,overcast,4,240,0,,90.2,81.4,49.1,No,,,,
2025-05-05 11:00:00,EXC001,OP1001,1221.0,5.9,70.0,11,11,Fastened,Yes,81.9,29.2,Yes,overcast,4,240,0,,,74.0,,No,76.7,260.5,,
2025-05-05 11:00:00,LDR001,OP1002,731.0,2.8,84.4,0,52,Unfastened,Yes,91.1,40.5,No,hot,4,240,0,,90.1,,,Yes,,,0,72.0
2025-05-05 12:00:00,DZR001,OP1002,2062.0,6.7,71.6,16,3,Fastened,No,89.7,33.3,No,overcast,5,60,1,,91.4,66.2,48.9,No,,,,
2025-05-05 12:00:00,EXC001,OP1001,1222.0,5.3,68.7,16,2,Fastened,No,90.2,31.6,No,overcast,5,60,1,,,59.0,,No,84.7,257.5,,
2025-05-05 12:00:00,LDR001,OP1002,732.0,8.8,82.3,29,1,Unfastened,Yes,106.3,43.0,No,hot,5,60,1,overworking,99.0,,,Yes,,,5830,66.2
2025-05-05 13:00:00,DZR001,OP1002,2063.0,6.0,70.2,12,9,Fastened,No,83.0,33.3,No,overcast,6,120,1,,81.8,66.9,49.4,No,,,,
2025-05-05 13:00:00,EXC001,OP1001,1223.0,4.1,67.7,16,8,Fastened,No,92.1,33.7,No,overcast,6,120,1,,,80.5,,No,83.0,291.8,,
2025-05-05 13:00:00,LDR001,OP1002,733.0,1.3,81.9,0,33,Unfastened,Yes,91.7,41.5,No,hot,6,120,2,,92.4,,,Yes,,,0,68.8
2025-05-05 14:00:00,DZR001,OP1002,2064.0,7.3,68.4,7,8,Fastened,No,82.9,34.0,No,overcast,7,180,1,,78.0,79.2,49.3,No,,,,
2025-05-05 14:00:00,EXC001,OP1001,1224.0,5.2,66.5,9,11,Fastened,No,87.0,32.6,No,overcast,7,180,1,,,66.4,,No,78.8,262.5,,
2025-05-05 14:00:00,LDR001,OP1002,734.0,2.7,81.3,0,35,Fastened,Yes,89.6,44.0,Yes,hot,7,180,3,,84.5,,,Yes,,,0,65.9
2025-05-05 15:00:00,DZR001,OP1002,2065.0,4.8,67.2,6,8,Fastened,No,87.0,32.5,No,overcast,8,240,1,,81.7,69.8,48.5,,,,,
2025-05-05 15:00:00,EXC001,OP1001,1225.0,5.5,65.1,15,11,Fastened,No,93.7,34.3,No,overcast,8,240,1,,,58.9,,,87.2,314.9,,
2025-05-05 15:00:00,LDR001,OP1002,735.0,5.7,79.9,7,4,Unfastened,Yes,88.3,43.2,No,hot,8,240,4,,80.9,,,,,,5288,71.4
2025-05-06 07:00:00,DZR001,OP1002,2066.0,6.2,77.1,6,11,Fastened,No,76.5,10.5,No,rain,0,0,0,,69.2,66.9,48.9,Yes,,,,
2025-05-06 07:00:00,EXC001,OP1001,1226.0,6.6,86.5,10,4,Fastened,Yes,81.9,21.8,Yes,hot,0,0,0,,,83.6,,No,73.4,265.6,,
2025-05-06 07:00:00,LDR001,OP1002,736.0,5.6,85.8,9,7,Fastened,No,77.7,22.2,No,hot,0,0,0,,68.0,,,No,,,5457,71.2
2025-05-06 08:00:00,DZR001,OP1002,2067.0,1.7,76.7,0,54,Fastened,Yes,77.9,14.7,No,rain,1,60,0,,72.7,82.0,49.1,Yes,,,,
2025-05-06 08:00:00,EXC001,OP1001,1227.0,5.9,85.1,15,7,Fastened,No,84.5,26.0,No,hot,1,60,1,,,68.3,,No,80.9,283.2,,
2025-05-06 08:00:00,LDR001,OP1002,737.0,7.4,84.0,12,2,Fastened,No,81.0,26.3,No,hot,1,60,0,,78.5,,,No,,,5317,67.3
2025-05-06 09:00:00,DZR001,OP1002,2068.0,1.7,76.3,0,48,Unfastened,Yes,79.5,18.6,No,rain,2,120,1,,75.3,72.8,48.2,No,,,,
2025-05-06 09:00:00,EXC001,OP1001,1228.0,5.6,83.7,7,3,Fastened,No,80.9,30.6,No,hot,2,120,1,,,70.6,,No,73.3,262.9,,
2025-05-06 09:00:00,LDR001,OP1002,738.0,6.3,82.5,7,8,Fastened,No,82.9,31.3,No,hot,2,120,0,,74.3,,,No,,,4750,64.4
2025-05-06 10:00:00,DZR001,OP1002,2069.0,5.5,74.9,14,12,Fastened,No,81.6,24.3,No,rain,3,180,2,,81.2,84.1,48.3,Yes,,,,
2025-05-06 10:00:00,EXC001,OP1001,1229.0,5.4,82.4,14,4,Fastened,No,89.0,35.3,No,hot,3,180,1,,,85.6,,No,85.9,257.6,,
2025-05-06 10:00:00,LDR001,OP1002,739.0,6.6,80.9,11,10,Fastened,No,84.2,36.7,No,hot,3,180,0,,83.4,,,No,,,5853,68.7
2025-05-06 11:00:00,DZR001,OP1002,2070.0,4.7,73.8,8,4,Unfastened,Yes,83.5,25.1,No,rain,4,240,2,,75.1,67.5,49.7,Yes,,,,
2025-05-06 11:00:00,EXC001,OP1001,1230.0,5.8,81.0,12,7,Fastened,No,89.5,38.8,No,hot,4,240,1,,,75.8,,No,84.6,257.8,,
2025-05-06 11:00:00,LDR001,OP1002,740.0,4.6,79.8,15,3,Fastened,No,94.2,38.2,No,hot,4,240,0,,86.1,,,No,,,4254,61.2
2025-05-06 12:00:00,DZR001,OP1002,2071.0,4.1,72.8,8,9,Unfastened,Yes,79.6,28.7,No,rain,5,60,3,,74.5,72.5,48.1,No,,,,
2025-05-06 12:00:00,EXC001,OP1001,1231.0,6.0,79.5,13,7,Fastened,No,90.5,39.7,No,hot,5,60,1,,,69.9,,No,84.5,314.0,,
2025-05-06 12:00:00,LDR001,OP1002,741.0,7.1,78.0,13,8,Fastened,No,85.9,42.6,No,hot,5,60,0,,88.8,,,No,,,5221,68.6
2025-05-06 13:00:00,DZR001,OP1002,2072.0,4.4,71.7,9,2,Fastened,No,83.1,29.9,No,rain,6,120,4,,84.2,65.8,48.2,Yes,,,,
2025-05-06 13:00:00,EXC001,OP1001,1232.0,6.6,77.9,11,5,Fastened,No,85.8,41.5,No,hot,6,120,1,,,87.0,,No,80.6,296.3,,
2025-05-06 13:00:00,LDR001,OP1002,742.0,2.1,77.5,0,15,Fastened,No,85.8,41.3,No,hot,6,120,0,,84.1,,,No,,,0,61.9
2025-05-06 14:00:00,DZR001,OP1002,2073.0,7.1,70.0,7,8,Unfastened,Yes,85.8,32.6,No,rain,7,180,4,,86.0,71.3,48.8,Yes,,,,
